"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"FOR22010101";"Þingmálaskrárvefur 152. löggjafarþing";"2022";"01";"Forsætisráðuneytið"
"FOR22010100";"Framsend erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og leiðbeiningarskylda 2. mgr. 14. gr. laga nr. 70/1996";"2022";"01";"Forsætisráðuneytið"
"FOR22010099";"Framkvæmdasjóður jafnréttismála";"2022";"01";"Forsætisráðuneytið"
"FOR22010098";"Skýrsla forsætisráðherra um framkvæmd upplýsingalaga";"2022";"01";"Forsætisráðuneytið"
"FOR22010097";"Frumvarp til laga um rýni fjárfestinga erlendra aðila í þýðingarmiklum samfélagsinnviðum og tengdri starfsemi vegna þjóðaröryggis";"2022";"01";"Forsætisráðuneytið"
"FOR22010096";"Frumvarp til laga um breytingu á ýmsum lögum er varða eignarráð og nýtingu fasteigna (óskipt samegin, landamerki o.fl.)";"2022";"01";"Forsætisráðuneytið"
"FOR22010095";"Skýrsla um nýja bálstofu á Íslandi";"2022";"01";"Forsætisráðuneytið"
"FOR22010094";"Afrit af samningum skv. LOF";"2022";"01";"Forsætisráðuneytið"
"FOR22010093";"Ályktun til ríkisstjórnar varðandi fjarnám í Háskóla Íslands";"2022";"01";"Forsætisráðuneytið"
"FOR22010092";"Fyrirspurn til ráðuneytis varðandi ráðningarferli ríkisins";"2022";"01";"Forsætisráðuneytið"
"FOR22010091";"Ráðuneytisstjórafundir";"2022";"01";"Forsætisráðuneytið"
"FOR22010090";"Fundir ráðuneytisstjóra með skrifstofustjórum";"2022";"01";"Forsætisráðuneytið"
"FOR22010089";"Fyrirspurn varðandi opnun landamæra á Íslandi";"2022";"01";"Forsætisráðuneytið"
"FOR22010088";"Fyrirspurn til ráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010087";"4. fundur ráðherranefndar um ríkisfjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010086";"Umsögn um reglugerð um vægari tegund sóttkvíar";"2022";"01";"Forsætisráðuneytið"
"FOR22010085";"Barnamenningarsjóður";"2022";"01";"Forsætisráðuneytið"
"FOR22010084";"Staðan á veitingamarkaði í kjölfar Covid- 19";"2022";"01";"Forsætisráðuneytið"
"FOR22010083";"11. fundur ráðherranefndar um samræmingu mála";"2022";"01";"Forsætisráðuneytið"
"FOR22010082";"Fyrirspurn til ráðuneytis varðandi grunnskýrslu kynjaðrar fjárlagagerðar";"2022";"01";"Forsætisráðuneytið"
"FOR22010081";"Viðtalsbeiðni til ráðherra";"2022";"01";"Forsætisráðuneytið"
"FOR22010080";"Sérstakar umræður á Alþingi um sölu Símans hf. á Mílu ehf.";"2022";"01";"Forsætisráðuneytið"
"FOR22010079";"Framhaldsfundir 152. löggjafarþings";"2022";"01";"Forsætisráðuneytið"
"FOR22010078";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010077";"Norræna embættismannanefndin um jafnréttismál";"2022";"01";"Forsætisráðuneytið"
"FOR22010076";"Framsend erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og leiðbeiningarskylda 2. mgr. 14. gr. laga nr. 70/1996";"2022";"01";"Forsætisráðuneytið"
"FOR22010075";"Styrkbeiðni";"2022";"01";"Forsætisráðuneytið"
"FOR22010074";"Framsend erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og leiðbeiningarskylda 2. mgr. 14. gr. laga nr. 70/1996";"2022";"01";"Forsætisráðuneytið"
"FOR22010073";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010072";"Styrkbeiðni";"2022";"01";"Forsætisráðuneytið"
"FOR22010071";"Samráðsfundir með sérfræðingum og hagsmunaaðilum vegna Covid-19";"2022";"01";"Forsætisráðuneytið"
"FOR22010070";"Yfirlestur á stjórnarfrumvarpi félagsmálaráðuneytis flutt til dómsmálaráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010069";"Samráðshópur ráðuneyta um fjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010068";"Skýrsla forsætisráðherra um ráðstöfun lands og landsréttinda innan þjóðlendna og tekna af gjöldum fyrir slík réttindi";"2022";"01";"Forsætisráðuneytið"
"FOR22010067";"Yfirlestur á stjórnarfrumvarpi atvinnuvega- og nýsköpunarráðuneytis flutt til dómsmálaráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010066";"Yfirlestur á stjórnarfrumvarpi atvinnuvega- og nýsköpunarráðuneytis flutt til dómsmálaráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010065";"Fyrirspurn til ráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010064";"Vinnuhópur vegna CIMS";"2022";"01";"Forsætisráðuneytið"
"FOR22010063";"Flutningur yfirlesturs frumvarpa frá forsætisráðuneyti til dómsmálaráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010062";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010061";"Fyrirspurn til ráðuneytis varðandi kynrænt sjálfræði";"2022";"01";"Forsætisráðuneytið"
"FOR22010060";"Ásjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010059";"Þjónustukönnun ríkisstofnana";"2022";"01";"Forsætisráðuneytið"
"FOR22010058";"Fyrirspurn til ráðuneytis frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010057";"Útboð á æðarvarpi á Hrafnseyri";"2022";"01";"Forsætisráðuneytið"
"FOR22010056";"Mannauðsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010055";"Fyrirspurn til ráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010054";"Fyrirspurn til ráðuneytis frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010053";"10. fundur ráðherranefndar um samræmingu mála";"2022";"01";"Forsætisráðuneytið"
"FOR22010052";"9. fundur ráðherranefndar um samræmingu mála";"2022";"01";"Forsætisráðuneytið"
"FOR22010051";"Viðtalsbeiðni til ráðherra";"2022";"01";"Forsætisráðuneytið"
"FOR22010050";"Viðtalsbeiðni til ráðherra";"2022";"01";"Forsætisráðuneytið"
"FOR22010049";"Fundur stjórnskipunar- og eftirlitsnefndar 10. janúar 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010048";"Fyrirspurn varðandi opnun landamæra á Íslandi";"2022";"01";"Forsætisráðuneytið"
"FOR22010047";"Orðsending forsætisráðherra til Kára Stefánssonar vegna úrskurðar Persónuverndar";"2022";"01";"Forsætisráðuneytið"
"FOR22010046";"Kveðjur og þakkir - útsend bréf 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010045";"Ásjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010044";"Framsend erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og leiðbeiningarskylda 2. mgr. 14. gr. laga nr. 70/1996";"2022";"01";"Forsætisráðuneytið"
"FOR22010043";"Mannauðsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010042";"Mannauðsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010041";"Viðtalsbeiðni til ráðherra frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010040";"Yfirlestur á stjórnarfrumvarpi umhverfis- og auðlindaráðuneytis flutt til dómsmálaráðuneytis";"2022";"01";"Forsætisráðuneytið"
"FOR22010039";"Tillaga til þingsályktunar um samþykki til frestunar á fundum Alþingis";"2022";"01";"Forsætisráðuneytið"
"FOR22010038";"Ásjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010037";"Fyrirspurn til ráðuneytis frá fjölmiðli";"2022";"01";"Forsætisráðuneytið"
"FOR22010036";"Meðferð þingsályktana á 152. löggjafarþingi";"2022";"01";"Forsætisráðuneytið"
"FOR22010035";"Innanhússmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010034";"Fyrirspurn um mál í samráðsgátt";"2022";"01";"Forsætisráðuneytið"
"FOR22010033";"Fyrirspurn til ráðuneytis varðandi ferðalög til Íslands";"2022";"01";"Forsætisráðuneytið"
"FOR22010032";"Ábendingar til ríkisstjórnar varðandi loftlagsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010031";"Ábending til ríkisstjórnar varðandi bólusetningar";"2022";"01";"Forsætisráðuneytið"
"FOR22010030";"Ráðstefnur og fundir innanlands 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010029";"Óskað eftir gögnum frá Þjóðskjalasafni Íslands";"2022";"01";"Forsætisráðuneytið"
"FOR22010028";"Skjalastjórn - Málaskrá";"2022";"01";"Forsætisráðuneytið"
"FOR22010027";"Beiðnir til tölvudeildar";"2022";"01";"Forsætisráðuneytið"
"FOR22010026";"Fjölmiðlavakt - Covid-19";"2022";"01";"Forsætisráðuneytið"
"FOR22010025";"Sameiginlegt ráðstöfunarfé ríkisstjórnar 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010024";"8. fundur ráðherranefndar um samræmingu mála";"2022";"01";"Forsætisráðuneytið"
"FOR22010023";"Vefmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010022";"Gjafir 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010021";"Framsend erindi skv. 2. mgr. 7. gr. stjórnsýslulaga nr. 37/1993 og 2. mgr. 14. gr. laga nr. 70/1996";"2022";"01";"Forsætisráðuneytið"
"FOR22010020";"Bóka- og blaðakaup 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010019";"Mannauðsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010018";"Mannauðsmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010017";"7. fundur ráðherranefndar um samræmingu mála";"2022";"01";"Forsætisráðuneytið"
"FOR22010016";"Innanhússmál";"2022";"01";"Forsætisráðuneytið"
"FOR22010015";"Tilkynningar um utanfarir forseta Íslands 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010014";"Fréttatilkynningar 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010013";"Forstaða ráðuneyta í fjarveru ráðherra 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010012";"Tilkynningar til fjölmiðla um birtingu dagskrár ríkisstjórnarfunda 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010011";"Tilkynningar til ráðuneyta um birtingu dagskrár ríkisstjórnarfunda 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010010";"Fjölmiðlafundir";"2022";"01";"Forsætisráðuneytið"
"FOR22010009";"Kveðjur og þakkir - erlendar 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010008";"Kveðjur og þakkir - innlendar 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010007";"Styrkir af ráðstöfunarfé ráðherra 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010005";"Boð á ráðstefnur og fundi erlendis 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010004";"Beiðnir um ISBN númer";"2022";"01";"Forsætisráðuneytið"
"FOR22010003";"Beiðnir um eiginhandaráritanir 2022";"2022";"01";"Forsætisráðuneytið"
"FOR22010002";"Ásjármál";"2022";"01";"Forsætisráðuneytið"
"FOR22010001";"Ásjármál";"2022";"01";"Forsætisráðuneytið"
"FJR22010109";"Stafvæðing og endurnýjun upplýsingakerfa Skattsins";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010108";"Félög í eigu ríkisins 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010107";"Frumvarp til laga um breytingu á lögum um skyldutryggingu lífeyrisréttinda og starfsemi lífeyrissjóða";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010106";"Ríkisráðsfundir og ríkisráðsafgreiðslur 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010105";"Tillaga um sölu á eignarhluta í Íslandsbanka";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010104";"Tollar á mjólkur- og undanrennuduft";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010103";"Fyrirspurnir og ábendingar - Íslands.is";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010102";"Úttekt á framlögum, styrkjum, viljayfirlýsingum, fyrirheitum og samningum";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010101";"Frumvarp til laga um breytingu á lögum um viðspyrnustyrki (framhald viðspyrnustyrkja)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010100";"VSK-endurgreiðslubeiðni - Kvörtun yfir málshraða Skattsins";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010099";"Skýrsla fjármála- og efnahagsráðherra um meginþætti í störfum fjármálastöðugleikaráðs 2021";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010098";"Fjármálainnviðir í tengslum við verðbréfaskráningu";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010097";"Drög að breytingu á reglugerð um hlutdeildarlán nr. 1084/2020";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010096";"Beiðni um styrk";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010095";"Fundir ráðuneytisstjóra með skrifstofustjórum 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010094";"Ósk um tengilið - fyrirhuguð framkvæmdaáætlun Norðurslóðastefnu Íslands";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010093";"Samráðsnefnd um stafræna þróun hins opinbera - Ósk um tilnefningu";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010092";"Reikningsskilaráð ríkisins - Skipun";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010091";"Álagning fjármagnstekjuskatts";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010090";"Skipting stjórnarmálefna milli ráðuneyta í Stjórnaráði Íslands";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010089";"Frumvarp til fjárlaga fyrir árið 2023";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010088";"Alþjóðabankinn, IBRD, IDA, IFC, MIGA og fleiri stofnanir 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010087";"Til umsagnar bótakrafa vegna ráðningarferils - RLM22010023";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010086";"Til umsagnar bótakrafa vegna vinnuslyss - RLM21040075";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010085";"Fyrirspurnir um störf í ráðuneytinu 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010084";"Skrifleg fyrirspurn um hagsveifluleiðréttan frumjöfnuð ríkissjóðs, þskj. 340 - 240. mál, frá Jóhanni Páli Jóhannssyni";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010083";"Skrifleg fyrirspurn um eignir og tekjur landsmanna árið 2021, þskj. 339 - 239. mál, frá Loga Einarssyni";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010082";"Til færslu á launa- og taxtaskrá 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010081";"State Aid Guidelines for climate environmental protection and energy 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010080";"Beiðni um umsögn frá ríkislögmanni - skattamál - RLM21120052";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010079";"Beiðni um umsögn frá ríkislögmanni - skattamál - RLM21120053";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010078";"EES gerðir - Evrópugerð nr. 2022/68";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010077";"Þóknananefnd - úrskurðir árið 2022 - Dómsmálaráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010076";"Ýmsar fyrirspurnir 2022 - Eignir ríkisins og umsjón";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010075";"Skýrsla samstarfsráðherra um störf Norrænu ráðherranefndarinnar 2021";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010074";"Ráðherranefnd um ríkisfjármál 2022 - gögn frá ráðuneyti";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010073";"Frumvarp til laga um breytingu á lögum um fjárstuðning til minni rekstraraðila vegna heimsfaraldurs kórónuveiru (framhald lokunarstyrkja)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010072";"Samskipti og tilkynningar til ESA vegna Covid úrræða";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010071";"Skrifleg fyrirspurn um tollvörslu, þskj. 327 - 231. mál, frá Guðmundi Inga Kristinssyni";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010070";"Skrifleg fyrirspurn um verkefnið Allir vinna, þskj. 311 - 215. mál frá Kristrúnu Frostadóttur";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010069";"Rafrænt málþing um hlutverk og verkefni ráðuneytanna í áhættuskoðun og greiningu áfallaþols";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010068";"Greinasafn Morgunblaðsins í landsaðgangi";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010067";"OECD - Almennt 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010066";"Minnisblöð skrifstofu skattamála 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010065";"Asian Infrastructure Investment Bank, AIIB 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010064";"Ævilífeyrir Allianz - Staðfesting skv. 10 gr. laga nr. 129/1997 um skyldutryggingu lífeyrisréttinda";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010063";"Styrktarauglýsingar 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010062";"GBER - breytingar á gerðinni 2021 og 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010061";"EES gerðir - Celex 32021R2284 - (Investment Firms L2)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010060";"Minnisblöð skrifstofu fjármálamarkaðar 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010059";"Málaskrá á vef 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010058";"EES gerðir - 32021L2261 - (UCITS amendment)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010057";"EES gerðir - 32021R2259 - (PRIIPs amendment)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010056";"Fyrirspurnir og ábendingar 2022 - SFM";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010055";"Tillögur um breytingar á reglum um verðtryggingu sparifjár og lánsfjár";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010054";"Expert Group on Wine and Spirits 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010053";"Frumvarp til laga um breytingu á lögum um lýsingu verðbréfa sem boðin eru í almennu útboði eða tekin til viðskipta á skipulegum markaði, nr. 14/2020, og lögum um upplýsingaskyldu útgefenda verðbréfa og flöggunarskyldu, nr. 20/2021 (ESB-endurbótalýsing o.fl.)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010052";"Fréttir af efnahagsmálum 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010051";"Frumvarp til laga um styrki til rekstraraðila veitingastaða sem hafa sætt takmörkunum á opnunartíma";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010050";"Boð til ráðherra og ráðuneytisstjóra á ráðstefnur og fundi 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010049";"Afmörkun tollhafna með hnitsetningu";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010048";"Frumvarp til laga um breytingu á lögum um staðgreiðslu opinberra gjalda, lögum um tryggingagjald og lögum um viðspyrnustyrki (frestun gjalddaga og framlenging umsóknarfrests)";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010047";"Sérstakt frumvarp til fjáraukalaga fyrir árið 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010046";"Upplýsingar um með hvaða hætti komið er í veg fyrir mismunun vegna ómeðvitaðra fordóma í ráðningarferlum ríkisins";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010045";"Kaup og sala fasteigna 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010044";"Frásagnir af fundum með ráðherra 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010043";"Bjarnanes, Hornafirði - sala";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010042";"Til umsagnar bótakrafa vegna vinnuslyss - RLM22010002";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010041";"Vinnuhópur um samninga um kaup á heilbrigðisþjónustu - Ósk um tilnefningu";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010040";"Reglugerðir, reglur og auglýsingar 2022 - Fjármálamarkaður";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010039";"Starfsmannamál 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010038";"Samgöngusamningar 2022";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010037";"Ráðuneytastjórafundir 2022 - Fundargerðir - Áform um lagasetningu";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010036";"2022 Áform um lagasetningu - matvælaráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010035";"2022 Áform um lagasetningu - mennta- og barnamálaráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010034";"2022 Áform um lagasetningu - innviðaráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010033";"2022 Áform um lagasetningu - umhverfis-, orku- og loftslagsráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010032";"2022 Áform um lagasetningu - félags- og vinnumarkaðsráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
"FJR22010031";"2022 Áform um lagasetningu - dómsmálaráðuneytið";"2022";"01";"Dómsmálaráðuneytið"
