"Málsnúmer";"Efni";"Ár";"Mánuður";"Ráðuneyti"
"HRN22010133";"Beiðni um afrit af gögnum";"2022";"01";"Matvælaráðuneytið"
"HRN22010132";"Covid-19 - Fyrirspurn varðandi auglýsingar um samkomubönn og takmarkanir";"2022";"01";"Matvælaráðuneytið"
"HRN22010131";"Fyrirspurnir - Sérstakar umræður í þinginu";"2022";"01";"Matvælaráðuneytið"
"HRN22010130";"Mannauðsmál";"2022";"01";"Matvælaráðuneytið"
"HRN22010129";"Samanlagður kostnaður vegna PCR og hraðprófa";"2022";"01";"Matvælaráðuneytið"
"HRN22010128";"Meðferð við SMA-1 á Íslandi";"2022";"01";"Matvælaráðuneytið"
"HRN22010127";"Beiðni um auglýsingu - Styrk";"2022";"01";"Matvælaráðuneytið"
"HRN22010126";"Covid-19 - Beiðni um ráðleggingar - Námskeið";"2022";"01";"Matvælaráðuneytið"
"HRN22010125";"Bakvarðasveit heilbrigðisþjónustunnar 2021";"2022";"01";"Matvælaráðuneytið"
"HRN22010124";"Covid-19 - Breyttar reglur um sóttkví - Ábending";"2022";"01";"Matvælaráðuneytið"
"HRN22010123";"Covid-19 - Fyrirspurn varðandi sóttkví - Tímasetning PCR prófs";"2022";"01";"Matvælaráðuneytið"
"HRN22010122";"Fundur um dánaraðstoð";"2022";"01";"Matvælaráðuneytið"
"HRN22010121";"Covid-19 – Bólusetningar barna - Forskráning vantar eða ekki afgerandi";"2022";"01";"Matvælaráðuneytið"
"HRN22010120";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili";"2022";"01";"Matvælaráðuneytið"
"HRN22010119";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010118";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili";"2022";"01";"Matvælaráðuneytið"
"HRN22010117";"Covid-19 - Fyrirspurn varðandi sóttkví - Ein Jansen og ein Moderna bólusetning";"2022";"01";"Matvælaráðuneytið"
"HRN22010116";"Covid-19 - Fyrirspurn varðandi sóttkví - Tímasetning PCR prófs";"2022";"01";"Matvælaráðuneytið"
"HRN22010115";"Covid-19 - Álagsgreiðslur vegna Covid";"2022";"01";"Matvælaráðuneytið"
"HRN22010114";"Covid-19 - Fyrirspurn varðandi aðstoð starfsfólks Klínikurinnar á LSH";"2022";"01";"Matvælaráðuneytið"
"HRN22010113";"Covid-19 - Fyrirspurn varðandi sóttkví - Ein Jansen og ein Moderna bólusetning";"2022";"01";"Matvælaráðuneytið"
"HRN22010112";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Skírn";"2022";"01";"Matvælaráðuneytið"
"HRN22010111";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010110";"Covid-19 - Fyrirspurn varðandi sóttkví - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010109";"Covid-19 - Fyrirspurn varðandi sóttkví - Þríbólusettir - Mæta í vinnu";"2022";"01";"Matvælaráðuneytið"
"HRN22010108";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010107";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010106";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010105";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010104";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010103";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010102";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010101";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010100";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010099";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010098";"Covid-19 - Fyrirspurn varðandi sóttkví - Einangrun á heimili - Þríbólusettir";"2022";"01";"Matvælaráðuneytið"
"HRN22010097";"Fyrirspurn varðandi lánaheimildir og byggingar hjúkrunarheimila";"2022";"01";"Matvælaráðuneytið"
"HRN22010096";"Fyrirspurn varðandi mat á erlendum dómi";"2022";"01";"Matvælaráðuneytið"
"HRN22010095";"Covid-19 - Fyrirspurn varðandi undanþágubeiðni - Íþróttaviðburður";"2022";"01";"Matvælaráðuneytið"
"HRN22010094";"Covid-19 - Sóttvarnareglur fyrir þríbólusetta";"2022";"01";"Matvælaráðuneytið"
"HRN22010093";"Covid-19 - Erindi varðandi lokun á sjúkrahúsinu Vogi vegna smits";"2022";"01";"Matvælaráðuneytið"
"HRN22010092";"Covid-19 - Erindi varðandi lokun á sjúkrahúsinu Vogi vegna smits";"2022";"01";"Matvælaráðuneytið"
"HRN22010091";"Covid-19 - Fyrirspurn varðandi grímuskyldu - Starfsmenn bakarís";"2022";"01";"Matvælaráðuneytið"
"HRN22010090";"Ríkislögmaður óskar eftir umsögn HRN";"2022";"01";"Matvælaráðuneytið"
"HRN22010089";"Kvartað undan úthlutun hjúkrunarrýma";"2022";"01";"Matvælaráðuneytið"
"HRN22010088";"Viðtal við heilbrigðisráðherra - Réttargeðdeild";"2022";"01";"Matvælaráðuneytið"
"HRN22010087";"Covid-19 - Beiðni um staðfestingu á ábyrgð samninga um kaup á bóluefni";"2022";"01";"Matvælaráðuneytið"
"HRN22010086";"Covid-19 - Fyrirspurn varðandi meðferð persónuupplýsinga við skráningu gesta á veitingastað";"2022";"01";"Matvælaráðuneytið"
"HRN22010085";"Fyrirspurn - Samráðshópur um þróun átröskunarmeðferða";"2022";"01";"Matvælaráðuneytið"
"HRN22010084";"Beiðni um aukafjárveitingu - Húsnæðismál";"2022";"01";"Matvælaráðuneytið"
"HRN22010083";"Covid-19 - Umsókn um leyfi fyrir framkvæmd hraðprófa";"2022";"01";"Matvælaráðuneytið"
"HRN22010082";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Gistiheimili";"2022";"01";"Matvælaráðuneytið"
"HRN22010081";"WHO - Global Alcohol Action Plan";"2022";"01";"Matvælaráðuneytið"
"HRN22010080";"WHO - WGPR - Working Group on Preparedness and Response";"2022";"01";"Matvælaráðuneytið"
"HRN22010079";"Áskorun stéttarfélaga í kjölfar samráðsfundar ráðherranefndar";"2022";"01";"Matvælaráðuneytið"
"HRN22010078";"WHO - IHR - International Health Regulations - Alþjóðlegar heilbrigðisreglugerðir";"2022";"01";"Matvælaráðuneytið"
"HRN22010077";"Covid-19 - Tafla yfir bólusetningarstaði";"2022";"01";"Matvælaráðuneytið"
"HRN22010076";"Covid-19 - Fyrirspurn varðandi túlkun á reglugerð - Börn í PCR próf";"2022";"01";"Matvælaráðuneytið"
"HRN22010075";"Covid-19 - Beiðni um undanþágu - Fjarlægðatakmarkanir - Dómstörf";"2022";"01";"Matvælaráðuneytið"
"HRN22010074";"Endurskoðun gjaldskrár";"2022";"01";"Matvælaráðuneytið"
"HRN22010073";"Mannauðsmál";"2022";"01";"Matvælaráðuneytið"
"HRN22010072";"Covid-19 - Fyrirspurn varðandi fjarlægðatakmarkanir - Sviðslist";"2022";"01";"Matvælaráðuneytið"
"HRN22010071";"Heillaóskir til heilbrigðisráðherra";"2022";"01";"Matvælaráðuneytið"
"HRN22010070";"Þjónustusamningur - Aðild Íslands að Alþjóða kjarnorkumálastofnuninni";"2022";"01";"Matvælaráðuneytið"
"HRN22010069";"Healthier together";"2022";"01";"Matvælaráðuneytið"
"HRN22010068";"Covid-19 - Kaup Landspítala á Covid vörum";"2022";"01";"Matvælaráðuneytið"
"HRN22010067";"Covid-19 - Kostnaður vegna kórónaveiru 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010066";"Oslo Medicines Initiative webinar series";"2022";"01";"Matvælaráðuneytið"
"HRN22010065";"WHO - C.L. dreifibréf og tilkynningar";"2022";"01";"Matvælaráðuneytið"
"HRN22010064";"Covid-19 - Neyðarástand á hjúkrunarheimilum";"2022";"01";"Matvælaráðuneytið"
"HRN22010063";"Viðtal við heilbrigðisráðherra - Lyfjamál";"2022";"01";"Matvælaráðuneytið"
"HRN22010062";"Covid-19 - Ábending varðandi bólusetningar barna";"2022";"01";"Matvælaráðuneytið"
"HRN22010061";"Covid-19 - Tímabundin mönnun á LSH";"2022";"01";"Matvælaráðuneytið"
"HRN22010060";"Fyrirspurn varðandi áfengiskaup á liðnu ári";"2022";"01";"Matvælaráðuneytið"
"HRN22010059";"Innleiðing - Commission Implementing Decision (EU) 2021/2300 of 21 December 2021 establishing the equivalence, for the purpose of facilitating the right of free movement within the Union, of COVID-19 certificates issued by Taiwan (This Decision should not be interpreted as reflecting any official position of the European Union with regard to the legal status of Taiwan.) to the certificates issued in accordance with Regulation (EU) 2021/953 of the European Parliament and of the Council";"2022";"01";"Matvælaráðuneytið"
"HRN22010058";"Innleiðing - Commission Implementing Decision (EU) 2021/2299 of 21 December 2021 establishing the equivalence, for the purpose of facilitating the right of free movement within the Union, of COVID-19 certificates issued by Thailand to the certificates issued in accordance with Regulation (EU) 2021/953 of the European Parliament and of the Council";"2022";"01";"Matvælaráðuneytið"
"HRN22010057";"Innleiðing - Commission Implementing Decision (EU) 2021/2298 of 21 December 2021 establishing the equivalence, for the purpose of facilitating the right of free movement within the Union, of COVID-19 certificates issued by the Eastern Republic of Uruguay to the certificates issued in accordance with Regulation (EU) 2021/953 of the European Parliament and of the Council";"2022";"01";"Matvælaráðuneytið"
"HRN22010056";"Innleiðing - Commission Implementing Decision (EU) 2021/2297 of 21 December 2021 establishing the equivalence, for the purpose of facilitating the right of free movement within the Union, of COVID-19 certificates issued by Montenegro to the certificates issued in accordance with Regulation (EU) 2021/953 of the European Parliament and of the Council";"2022";"01";"Matvælaráðuneytið"
"HRN22010055";"Innleiðing - Commission Implementing Decision (EU) 2021/2296 of 21 December 2021 establishing the equivalence, for the purpose of facilitating the right of free movement within the Union, of COVID-19 certificates issued by the Republic of Tunisia to the certificates issued in accordance with Regulation (EU) 2021/953 of the European Parliament and of the Council";"2022";"01";"Matvælaráðuneytið"
"HRN22010054";"Nauðungarvistanir og þvinganir";"2022";"01";"Matvælaráðuneytið"
"HRN22010053";"WHO - International Professional Vacancies at the World Health Organization";"2022";"01";"Matvælaráðuneytið"
"HRN22010052";"Viðtal við heilbrigðisráðherra - Skaðleg efni í svefnvörum";"2022";"01";"Matvælaráðuneytið"
"HRN22010051";"Global OMFS Workforce Study";"2022";"01";"Matvælaráðuneytið"
"HRN22010050";"Covid-19 - Einangrun og sóttkví um borð í skipi";"2022";"01";"Matvælaráðuneytið"
"HRN22010049";"Skiptidagaverkefni";"2022";"01";"Matvælaráðuneytið"
"HRN22010048";"Skrifstofa heilsueflingar og vísinda - Fundargerðir 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010047";"Viðtal við heilbrigðisráðherra - Greiðsluþátttaka í heilbrigðisþjónustu";"2022";"01";"Matvælaráðuneytið"
"HRN22010046";"Fyrirspurn varðandi greiðsluþátttöku - Einstaklingur á hjúkrunarheimili";"2022";"01";"Matvælaráðuneytið"
"HRN22010045";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Trúar- og lífsskoðunarfélög";"2022";"01";"Matvælaráðuneytið"
"HRN22010044";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Vinnustaður";"2022";"01";"Matvælaráðuneytið"
"HRN22010043";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Vinnustaður";"2022";"01";"Matvælaráðuneytið"
"HRN22010042";"Ákall til ráðherra";"2022";"01";"Matvælaráðuneytið"
"HRN22010041";"Covid-19 - Fyrirspurn varðandi reglugerð - Sóttvarnir - Æskulýðsstarf";"2022";"01";"Matvælaráðuneytið"
"HRN22010040";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Hópur erlendra ferðamanna";"2022";"01";"Matvælaráðuneytið"
"HRN22010039";"Covid-19 - Fyrirspurn varðandi breytingar á sóttvarnaráðstöfunum á landamærum";"2022";"01";"Matvælaráðuneytið"
"HRN22010038";"Viðtal við heilbrigðisráðherra - Geðþjónusta á LSH";"2022";"01";"Matvælaráðuneytið"
"HRN22010037";"Covid-19 - Fyrirspurn varðandi sóttvarnaráðstafanir - Viðburður";"2022";"01";"Matvælaráðuneytið"
"HRN22010036";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Skólahald";"2022";"01";"Matvælaráðuneytið"
"HRN22010035";"Eftirfylgni stjórnarsáttmála";"2022";"01";"Matvælaráðuneytið"
"HRN22010034";"Covid-19 - Beiðni um fjarkennslu í grunnskóla";"2022";"01";"Matvælaráðuneytið"
"HRN22010033";"Styrkbeiðni - Áhættumat og forvörn kulnunar";"2022";"01";"Matvælaráðuneytið"
"HRN22010032";"FDI 2022 - Federation Dentaire Internationale";"2022";"01";"Matvælaráðuneytið"
"HRN22010031";"WHO - Oral Health 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010030";"CECDO 2022 - Council of European Chief Dental Officers";"2022";"01";"Matvælaráðuneytið"
"HRN22010029";"NIOM 2022 - Norræna tannlækningastofnunin";"2022";"01";"Matvælaráðuneytið"
"HRN22010028";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Skírn";"2022";"01";"Matvælaráðuneytið"
"HRN22010027";"Covid-19 - Áfallinn kostnaður heilbrigðisstofnana";"2022";"01";"Matvælaráðuneytið"
"HRN22010026";"Beiðni um afrit af skýrslu";"2022";"01";"Matvælaráðuneytið"
"HRN22010025";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Erfidrykkja";"2022";"01";"Matvælaráðuneytið"
"HRN22010024";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Íþróttaviðburður";"2022";"01";"Matvælaráðuneytið"
"HRN22010023";"Viðtal við heilbrigðisráðherra";"2022";"01";"Matvælaráðuneytið"
"HRN22010022";"Fyrirspurn varðandi stjórnsýslukæru";"2022";"01";"Matvælaráðuneytið"
"HRN22010021";"Fyrirspurn varðandi bakvarðasveit heilbrigðisþjónustu";"2022";"01";"Matvælaráðuneytið"
"HRN22010020";"Fyrirspurn varðandi ráðgjafa ráðherra";"2022";"01";"Matvælaráðuneytið"
"HRN22010019";"Boð til heilbrigðisráðherra - Kynning á starfsemi";"2022";"01";"Matvælaráðuneytið"
"HRN22010018";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Endurhæfing";"2022";"01";"Matvælaráðuneytið"
"HRN22010017";"Styrkbeiðni - Hreinsum landið - hreinsum hugann";"2022";"01";"Matvælaráðuneytið"
"HRN22010016";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Skólabílar";"2022";"01";"Matvælaráðuneytið"
"HRN22010015";"Covid-19 - Athugasemd varðandi sýnatöku";"2022";"01";"Matvælaráðuneytið"
"HRN22010014";"Stjórnsýslukæra - Lyfjamál";"2022";"01";"Matvælaráðuneytið"
"HRN22010013";"Covid-19 - Fyrirspurn varðandi samkomutakmarkanir - Spilakvöld";"2022";"01";"Matvælaráðuneytið"
"HRN22010012";"Fjölgun hjúkrunarfræðinema";"2022";"01";"Matvælaráðuneytið"
"HRN22010011";"Covid-19 - Ábending - Endurskoðun bólusetningar barna";"2022";"01";"Matvælaráðuneytið"
"HRN22010010";"Fjölgun hjúkrunarfræðinga - Menntunarmál";"2022";"01";"Matvælaráðuneytið"
"HRN22010009";"Covid-19 - Fyrirspurn varðandi reglur á landamærum";"2022";"01";"Matvælaráðuneytið"
"HRN22010008";"Covid-19 - Beiðni um undanþágu - Fjöldatakmarkanir - Vinnustaður";"2022";"01";"Matvælaráðuneytið"
"HRN22010007";"Covid-19 - Fyrirspurn varðandi fjöldatakmarkanir - Vinnustaður";"2022";"01";"Matvælaráðuneytið"
"HRN22010006";"Tæknilegar tilkynningar frá ESA og Neytendastofu 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010005";"WHO - Ýmis erindi og dreifibréf frá WHO 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010004";"Framsending erinda 2022 - Embættis landlæknis - EL";"2022";"01";"Matvælaráðuneytið"
"HRN22010003";"Þjónusta Íslandspósts 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010002";"Fréttir á ytri vef HRN - 2022";"2022";"01";"Matvælaráðuneytið"
"HRN22010001";"Niðurfelling / staðfesting á lögbundnum starfsábyrgðartryggingum heilbrigðisstarfsmanna 2022";"2022";"01";"Matvælaráðuneytið"
"MMR21010315";"Boð á lokaþing Evrópuráðsins „16th Ministerial Conference (11.02.2021)""";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010313";"Beiðni um viðtal við ráðherra fyrir Skólavörðuna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010312";"Beiðni um fund með ráðherra til að ræða nám áfengisráðgjafa og hugmyndir um breytingar á náminu";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010311";"Myndlistarkeppni í grunnskólum með þemanu „friður“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010310";"Fyrirspurn um breytingar á starfsemi Garðyrkjuskólans";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010309";"Nordbuk 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010308";"Stjórnarnefnd um ungt fólk CDEJ/Evrópuráðið 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010307";"Athugasemdir við afborganir af námslánum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010306";"Skýrsla um starfsemi umboðsmanns Alþingis 2020";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010305";"Upplýsingar v. „The Audiovisual Media Services Directive“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010304";"Styrkbeiðni vegna heimildarmyndar um skriðurnar á Seyðisfirði";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010303";"Beiðni um fund með ráðherra v. afmælishátíðar einvígis aldarinnar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010302";"Fyrirspurn um tónlistarverkefni, alþjóðleg strengjasveit ungra hljóðfæraleikara";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010301";"Styrkir til náms í Lettlandi 2021-2022 og sumarskóla 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010300";"Starfshópur um starfsemi og hlutverk RÚV";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010299";"Staðgengill forstöðumanns Samskiptamiðstöðvar heyrnarlausra og heyrnarskertra";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010298";"Fyrirspurn um starfsemi grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010297";"Fyrirspurn um starfsbrautir í framhaldsskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010296";"Ábending vegna fyrirhugaðar lokunar Skólaskrifstofu Austurlands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010295";"Fyrirspurn vegna framkomu skólastjórnenda við grunnskólakennara";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010294";"Beiðni um fund með ráðherra til að ræða íþróttastarf og Melavöll";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010293";"Samstarfsnefnd um endurmenntun framhaldsskólakennara - 2020-2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010292";"Fyrirspurn um námsbrautarlýsingar í framhaldsskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010291";"Skrifleg fyrirspurn frá Alþingi nr. 804 um þekkingarsetur á Kirkjubæjarklaustri";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010290";"Boð um tilnefningu í sérfræðingahóp ESB á sviði vísindamála „ERA Forum for Transition“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010289";"Fyrirspurn frá safnstjóra Náttúruminjasafns Íslands";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010288";"Ábending v. innritunar fatlaðra nemenda í framhaldsskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010287";"Fyrirspurn um úthlutunarreglur Menntasjóðs námsmanna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010286";"Beiðni um aðgang að gögnum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010285";"Fyrirspurn um Microsoft Office hugbúnað í framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010284";"Meistararitgerð í lögfræði „Réttindi námsfólks til framfærslu í atvinnuleysi“";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010283";"Staða eðlisvísindakennslu í framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010282";"Styrkir til atvinnuleikhópa úthlutun 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010281";"Athugasemd við skuldabréf frá Menntasjóði námsmanna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010280";"Framkvæmdasjóður jafnréttismála 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010279";"Fyrirspurn um staðnám í framhaldsskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010278";"Íþróttasjóður úthlutun 2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010277";"Beiðni um aðgang að gögnum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010276";"Fyrirspurn vegna aðgengis að kennslukerfum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010275";"Fyrirspurn um réttindi nemendafélaga í framhaldsskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010274";"Fyrirspurn um réttindi barna í leikskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010273";"Opið bréf til ráðherra frá Samtökum áhugafólks um rekstur spilakassa í fjáröflunarskyni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010272";"Beiðni um fund vegna kennslu um fjármálalæsi í grunnskólum";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010271";"Ársskýrsla mjólkuriðnaðarins 2020";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010270";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Selfoss";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010269";"Fyrirspurn um starfsemi grunnskóla";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010268";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Neskaupsstaður";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010267";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Akureyri";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010266";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Ísafjörður";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010265";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Hornafjörður";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010264";"Samstarfsyfirlýsing Fab Lab (framleiðslu tilraunastofa) Vestmannaeyjar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010263";"Beiðni um ávarp ráðherra á setningarhátíð Lífshlaupsins 03.02.2021";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010262";"Beiðni um viðtal við ráðherra um heimildarmynd um 50 ára afmæli heimkomu handritanna";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010261";"Beiðni um fund með ráðherra vegna málefna Íslensku óperunnar";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010260";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010259";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010258";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010257";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010256";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010255";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010254";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010253";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010252";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010251";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010250";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010249";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010248";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010247";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010246";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010245";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010244";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010243";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
"MMR21010242";"Tekjutap félagasamtaka sem standa fyrir skipulögðu starfi fyrir börn og ungmenni";"2021";"01";"Menningar- og viðskiptaráðuneytið"
